,STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AT1,AT2,AT3,AT4,AT5,AU1,AW1,AW2,GA1,GA2,GA3,GD1,GD2,GD3,GE1,GF1,KA1,KA2,KA3,KA4,MA1,MW1,OC1,REM,EQD
1616,72212504829,2022-01-23T06:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"250,5,N,0021,5","01829,5,M,N","016093,5,N,5","-0066,5","-0113,5","99999,9",,,,,,,,,"04,5,+01524,5,99,9","07,5,+01829,5,99,9","08,5,+02134,5,99,9","2,99,1,+01524,5,9","3,99,1,+01829,5,9","4,99,1,+02134,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01524,1,99,9,99,9",,,,,"10132,5,09914,5",,,MET10201/23/22 01:55:02 METAR KHYX 230655Z 25004KT 10SM SCT050 BKN060 OVC070 M07/M11 A2992 RMK AO2 T10661113,
1617,72212504829,2022-01-23T07:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"250,5,N,0021,5","03658,5,M,N","016093,5,N,5","-0070,5","-0115,5","99999,9",,,,,,,,,"04,5,+01463,5,99,9","04,5,+01829,5,99,9","07,5,+03658,5,99,9","2,99,1,+01463,5,9","2,99,1,+01829,5,9","3,99,1,+03658,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01463,1,99,9,99,9",,,,,"10129,5,09911,5",,,MET10201/23/22 02:15:02 METAR KHYX 230715Z 25004KT 10SM SCT048 SCT060 BKN120 M07/M11 A2991 RMK AO2 T10701115,
1618,72212504829,2022-01-23T07:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"270,5,N,0015,5","03048,5,M,N","016093,5,N,5","-0062,5","-0110,5","99999,9",,,,,,,,,"04,5,+02134,5,99,9","07,5,+03048,5,99,9","08,5,+03658,5,99,9","2,99,1,+02134,5,9","3,99,1,+03048,5,9","4,99,1,+03658,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02134,1,99,9,99,9",,,,,"10129,5,09911,5",,,MET10201/23/22 02:35:02 METAR KHYX 230735Z 27003KT 10SM SCT070 BKN100 OVC120 M06/M11 A2991 RMK AO2 T10621110,
1619,72212504829,2022-01-23T07:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"290,5,N,0026,5","01829,5,M,N","011265,5,N,5","-0060,5","-0107,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"04,5,+01280,5,99,9","07,5,+01829,5,99,9","08,5,+02743,5,99,9","2,99,1,+01280,5,9","3,99,1,+01829,5,9","4,99,1,+02743,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01280,1,99,9,99,9",,,,,"10129,5,09911,5","71,5",,MET10501/23/22 02:55:02 METAR KHYX 230755Z 29005KT 7SM -SN SCT042 BKN060 OVC090 M06/M11 A2991 RMK AO2 T10601107,
1620,72212504829,2022-01-23T08:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"310,5,N,0021,5","00579,5,M,N","004828,5,N,5","-0061,5","-0100,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"04,5,+00335,5,99,9","07,5,+00579,5,99,9","08,5,+01494,5,99,9","2,99,1,+00335,5,9","3,99,1,+00579,5,9","4,99,1,+01494,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9",,,,,"10129,5,09911,5","71,5",,MET10501/23/22 03:15:02 METAR KHYX 230815Z 31004KT 3SM -SN SCT011 BKN019 OVC049 M06/M10 A2991 RMK AO2 T10611100,
1621,72212504829,2022-01-23T08:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"330,5,N,0015,5","00549,5,M,N","004828,5,N,5","-0065,5","-0095,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"04,5,+00335,5,99,9","08,5,+00549,5,99,9",,"2,99,1,+00335,5,9","4,99,1,+00549,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9",,,,,"10125,5,09907,5","71,5",,MET09801/23/22 03:35:02 METAR KHYX 230835Z 33003KT 3SM -SN SCT011 OVC018 M06/M09 A2990 RMK AO2 T10651095,
1622,72212504829,2022-01-23T08:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"999,9,C,0000,5","00579,5,M,N","004828,5,N,5","-0065,5","-0092,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00579,5,99,9",,,"4,99,1,+00579,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9",,,,,"10122,5,09904,5","71,5",,MET09101/23/22 03:55:02 METAR KHYX 230855Z 00000KT 3SM -SN OVC019 M06/M09 A2989 RMK AO2 T10651092,
1623,72212504829,2022-01-23T09:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0041,5","00427,5,M,N","004023,5,N,5","-0070,5","-0096,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00427,5,99,9",,,"4,99,1,+00427,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,,,"10122,5,09904,5","71,5",,MET09501/23/22 04:15:02 METAR KHYX 230915Z 02008KT 2 1/2SM -SN OVC014 M07/M10 A2989 RMK AO2 T10701096,
1624,72212504829,2022-01-23T09:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0036,5","00244,5,M,N","004023,5,N,5","-0071,5","-0096,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"07,5,+00244,5,99,9","08,5,+00427,5,99,9",,"3,99,1,+00244,5,9","4,99,1,+00427,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9",,,,,"10125,5,09907,5","71,5",,MET10201/23/22 04:35:02 METAR KHYX 230935Z 02007KT 2 1/2SM -SN BKN008 OVC014 M07/M10 A2990 RMK AO2 T10711096,
1625,72212504829,2022-01-23T09:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"040,5,N,0046,5","00152,5,M,N","004828,5,N,5","-0076,5","-0102,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00152,5,99,9",,,"4,99,1,+00152,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00152,1,99,9,99,9",,,,,"10125,5,09907,5","71,5",,MET09101/23/22 04:55:02 METAR KHYX 230955Z 04009KT 3SM -SN OVC005 M08/M10 A2990 RMK AO2 T10761102,
1626,72212504829,2022-01-23T10:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"040,5,N,0041,5","00152,5,M,N","006437,5,N,5","-0077,5","-0102,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00152,5,99,9",,,"4,99,1,+00152,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00152,1,99,9,99,9",,,,,"10125,5,09907,5","71,5",,MET09101/23/22 05:15:02 METAR KHYX 231015Z 04008KT 4SM -SN OVC005 M08/M10 A2990 RMK AO2 T10771102,
1627,72212504829,2022-01-23T10:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"040,5,N,0031,5","00335,5,M,N","008047,5,N,5","-0080,5","-0105,5","99999,9",,,,,,"0,0,00,7,0,1,5","05,1",,"04,5,+00213,5,99,9","08,5,+00335,5,99,9",,"2,99,1,+00213,5,9","4,99,1,+00335,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9",,,,,"10129,5,09911,5","05,5",,MET09701/23/22 05:35:02 METAR KHYX 231035Z 04006KT 5SM HZ SCT007 OVC011 M08/M10 A2991 RMK AO2 T10801105,
1628,72212504829,2022-01-23T10:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"040,5,N,0046,5","00213,5,M,N","004828,5,N,5","-0080,5","-0105,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00213,5,99,9",,,"4,99,1,+00213,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9",,,,,"10125,5,09907,5","71,5",,MET09101/23/22 05:55:02 METAR KHYX 231055Z 04009KT 3SM -SN OVC007 M08/M10 A2990 RMK AO2 T10801105,
1629,72212504829,2022-01-23T11:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"030,5,N,0031,5","00366,5,M,N","006437,5,N,5","-0082,5","-0108,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"04,5,+00213,5,99,9","08,5,+00366,5,99,9",,"2,99,1,+00213,5,9","4,99,1,+00366,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9",,,,,"10125,5,09907,5","71,5",,MET09801/23/22 06:15:02 METAR KHYX 231115Z 03006KT 4SM -SN SCT007 OVC012 M08/M11 A2990 RMK AO2 T10821108,
1630,72212504829,2022-01-23T11:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"030,5,N,0036,5","00366,5,M,N","008047,5,N,5","-0085,5","-0110,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00366,5,99,9",,,"4,99,1,+00366,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,,,"10129,5,09911,5","71,5",,MET09101/23/22 06:35:02 METAR KHYX 231135Z 03007KT 5SM -SN OVC012 M08/M11 A2991 RMK AO2 T10851110,
1631,72212504829,2022-01-23T11:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"030,5,N,0031,5","00975,5,M,N","011265,5,N,5","-0085,5","-0111,5","99999,9",,,,,,,,,"04,5,+00366,5,99,9","04,5,+00671,5,99,9","08,5,+00975,5,99,9","2,99,1,+00366,5,9","2,99,1,+00671,5,9","4,99,1,+00975,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9","060,M,-0060,1","060,N,-0085,1",,,"10125,5,09907,5",,,MET11301/23/22 06:55:02 METAR KHYX 231155Z 03006KT 7SM SCT012 SCT022 OVC032 M08/M11 A2990 RMK AO2 T10851111 11060 21085,
1632,72212504829,2022-01-23T12:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"030,5,N,0026,5","00853,5,M,N","008047,5,N,5","-0085,5","-0111,5","99999,9",,,,,,"0,0,00,7,0,1,5","05,1",,"07,5,+00853,5,99,9","08,5,+01036,5,99,9",,"3,99,1,+00853,5,9","4,99,1,+01036,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9",,,,,"10125,5,09907,5","05,5",,MET09701/23/22 07:15:02 METAR KHYX 231215Z 03005KT 5SM HZ BKN028 OVC034 M08/M11 A2990 RMK AO2 T10851111,
1633,72212504829,2022-01-23T12:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0031,5","00579,5,M,N","004828,5,N,5","-0085,5","-0112,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"07,5,+00579,5,99,9","08,5,+00792,5,99,9",,"3,99,1,+00579,5,9","4,99,1,+00792,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9",,,,,"10125,5,09907,5","71,5",,MET09801/23/22 07:35:02 METAR KHYX 231235Z 02006KT 3SM -SN BKN019 OVC026 M08/M11 A2990 RMK AO2 T10851112,
1634,72212504829,2022-01-23T12:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0021,5","01067,5,M,N","011265,5,N,5","-0087,5","-0114,5","99999,9",,,,,,,,,"04,5,+00518,5,99,9","04,5,+00762,5,99,9","08,5,+01067,5,99,9","2,99,1,+00518,5,9","2,99,1,+00762,5,9","4,99,1,+01067,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,,,"10125,5,09907,5",,,MET10101/23/22 07:55:02 METAR KHYX 231255Z 02004KT 7SM SCT017 SCT025 OVC035 M09/M11 A2990 RMK AO2 T10871114,
1635,72212504829,2022-01-23T13:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0015,5","01372,5,M,N","011265,5,N,5","-0090,5","-0115,5","99999,9",,,,,,,,,"04,5,+01067,5,99,9","07,5,+01372,5,99,9","08,5,+02134,5,99,9","2,99,1,+01067,5,9","3,99,1,+01372,5,9","4,99,1,+02134,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9",,,,,"10125,5,09907,5",,,MET10101/23/22 08:15:02 METAR KHYX 231315Z 01003KT 7SM SCT035 BKN045 OVC070 M09/M11 A2990 RMK AO2 T10901115,
1636,72212504829,2022-01-23T13:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"999,9,C,0000,5","01981,5,M,N","016093,5,N,5","-0093,5","-0119,5","99999,9",,,,,,,,,"04,5,+01494,5,99,9","07,5,+01981,5,99,9","08,5,+02286,5,99,9","2,99,1,+01494,5,9","3,99,1,+01981,5,9","4,99,1,+02286,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01494,1,99,9,99,9",,,,,"10129,5,09911,5",,,MET10201/23/22 08:35:02 METAR KHYX 231335Z 00000KT 10SM SCT049 BKN065 OVC075 M09/M12 A2991 RMK AO2 T10931119,
1637,72212504829,2022-01-23T13:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0015,5","01524,5,M,N","016093,5,N,5","-0095,5","-0120,5","99999,9",,,,,,,,,"07,5,+01524,5,99,9","07,5,+01981,5,99,9",,"3,99,1,+01524,5,9","3,99,1,+01981,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01524,1,99,9,99,9",,,,,"10129,5,09911,5",,,MET09501/23/22 08:55:02 METAR KHYX 231355Z 36003KT 10SM BKN050 BKN065 M09/M12 A2991 RMK AO2 T10951120,
1638,72212504829,2022-01-23T14:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"340,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0104,5","-0129,5","99999,9",,,,,,,,,"04,5,+01524,5,99,9",,,"2,99,1,+01524,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01524,1,99,9,99,9",,,,,"10129,5,09911,5",,,MET08801/23/22 09:15:02 METAR KHYX 231415Z 34004KT 10SM SCT050 M10/M13 A2991 RMK AO2 T11041129,D01      0ADE726
1639,72212504829,2022-01-23T14:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"340,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0103,5","-0129,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10132,5,09914,5",,,MET08501/23/22 09:35:02 METAR KHYX 231435Z 34004KT 10SM CLR M10/M13 A2992 RMK AO2 T11031129,
1640,72212504829,2022-01-23T14:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"350,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0096,5","-0123,5","99999,9",,,,,,,,,"04,5,+03353,5,99,9",,,"2,99,1,+03353,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03353,1,99,9,99,9",,,,,"10132,5,09914,5",,,MET08801/23/22 09:55:02 METAR KHYX 231455Z 35004KT 10SM SCT110 M10/M12 A2992 RMK AO2 T10961123,D01      0ADE726
1641,72212504829,2022-01-23T15:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0026,5","22000,5,9,N","016093,5,N,5","-0090,5","-0125,5","99999,9",,,,,,,,,"04,5,+03353,5,99,9",,,"2,99,1,+03353,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03353,1,99,9,99,9",,,,,"10132,5,09914,5",,,MET08801/23/22 10:15:02 METAR KHYX 231515Z 36005KT 10SM SCT110 M09/M12 A2992 RMK AO2 T10901125,D01      0ADE726
1642,72212504829,2022-01-23T15:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0083,5","-0126,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10135,5,09917,5",,,MET08501/23/22 10:35:02 METAR KHYX 231535Z 01006KT 10SM CLR M08/M13 A2993 RMK AO2 T10831126,
1643,72212504829,2022-01-23T15:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0081,5","-0129,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10135,5,09917,5",,,MET08501/23/22 10:55:02 METAR KHYX 231555Z 36008KT 10SM CLR M08/M13 A2993 RMK AO2 T10811129,
1644,72212504829,2022-01-23T16:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0081,5","-0135,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10135,5,09917,5",,,MET08501/23/22 11:15:02 METAR KHYX 231615Z 02008KT 10SM CLR M08/M13 A2993 RMK AO2 T10811135,
1645,72212504829,2022-01-23T16:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0080,5","-0135,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10135,5,09917,5",,,MET08501/23/22 11:35:02 METAR KHYX 231635Z 02008KT 10SM CLR M08/M13 A2993 RMK AO2 T10801135,
1646,72212504829,2022-01-23T16:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0078,5","-0139,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10135,5,09917,5",,,MET08501/23/22 11:55:02 METAR KHYX 231655Z 02007KT 10SM CLR M08/M14 A2993 RMK AO2 T10781139,
1647,72212504829,2022-01-23T17:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0075,5","-0141,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10132,5,09914,5",,,MET08501/23/22 12:15:02 METAR KHYX 231715Z 02008KT 10SM CLR M07/M14 A2992 RMK AO2 T10751141,
1648,72212504829,2022-01-23T17:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0075,5","-0144,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10129,5,09911,5",,,MET08501/23/22 12:35:02 METAR KHYX 231735Z 36008KT 10SM CLR M07/M14 A2991 RMK AO2 T10751144,
1649,72212504829,2022-01-23T17:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0075,5","-0150,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,-0075,1","060,N,-0106,1",,,"10129,5,09911,5",,,MET09701/23/22 12:55:02 METAR KHYX 231755Z 01006KT 10SM CLR M07/M15 A2991 RMK AO2 T10751150 11075 21106,
1650,72212504829,2022-01-23T18:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0070,5","-0148,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10125,5,09907,5",,,MET08501/23/22 13:15:02 METAR KHYX 231815Z 01008KT 10SM CLR M07/M15 A2990 RMK AO2 T10701148,
1651,72212504829,2022-01-23T18:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0072,5","-0148,5","99999,9",,,,,,,,,"04,5,+01097,5,99,9",,,"2,99,1,+01097,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01097,1,99,9,99,9",,,,,"10125,5,09907,5",,,MET08801/23/22 13:35:02 METAR KHYX 231835Z 02007KT 10SM SCT036 M07/M15 A2990 RMK AO2 T10721148,D01      0ADE726
1652,72212504829,2022-01-23T18:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0076,5","-0155,5","99999,9",,,,,,,,,"04,5,+01036,5,99,9",,,"2,99,1,+01036,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01036,1,99,9,99,9",,,,,"10125,5,09907,5",,,MET08801/23/22 13:55:02 METAR KHYX 231855Z 36006KT 10SM SCT034 M08/M15 A2990 RMK AO2 T10761155,D01      0ADE726
1653,72212504829,2022-01-23T19:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"320,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0072,5","-0157,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10125,5,09907,5",,,MET08501/23/22 14:15:02 METAR KHYX 231915Z 32007KT 10SM CLR M07/M16 A2990 RMK AO2 T10721157,
1654,72212504829,2022-01-23T19:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"320,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0069,5","-0155,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10125,5,09907,5",,,MET08501/23/22 14:35:02 METAR KHYX 231935Z 32006KT 10SM CLR M07/M15 A2990 RMK AO2 T10691155,
1655,72212504829,2022-01-23T19:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"320,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0068,5","-0158,5","99999,9",,,,,,,,,"04,5,+01128,5,99,9",,,"2,99,1,+01128,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01128,1,99,9,99,9",,,,,"10125,5,09907,5",,,MET08801/23/22 14:55:02 METAR KHYX 231955Z 32007KT 10SM SCT037 M07/M16 A2990 RMK AO2 T10681158,D01      0ADE726
1656,72212504829,2022-01-23T20:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"330,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0072,5","-0160,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"10129,5,09911,5",,,MET08501/23/22 15:15:02 METAR KHYX 232015Z 33007KT 10SM CLR M07/M16 A2991 RMK AO2 T10721160,
1657,72212504829,2022-01-23T20:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0031,5","01189,5,M,N","016093,5,N,5","-0068,5","-0157,5","99999,9",,,,,,,,,"07,5,+01189,5,99,9",,,"3,99,1,+01189,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01189,1,99,9,99,9",,,,,"10129,5,09911,5",,,MET08801/23/22 15:35:02 METAR KHYX 232035Z 36006KT 10SM BKN039 M07/M16 A2991 RMK AO2 T10681157,
1658,72212504829,2022-01-23T20:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0036,5","01128,5,M,N","016093,5,N,5","-0066,5","-0152,5","99999,9",,,,,,,,,"08,5,+01128,5,99,9",,,"4,99,1,+01128,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01128,1,99,9,99,9",,,,,"10129,5,09911,5",,,MET08801/23/22 15:55:02 METAR KHYX 232055Z 36007KT 10SM OVC037 M07/M15 A2991 RMK AO2 T10661152,
